cnt,season,hr,workingday,weathersit,temp,atemp,hum,windspeed,intercept
6,3,3,1,2,0.62,0.5455,0.94,0.2836,1.0
114,4,22,1,1,0.4,0.4091,0.87,0.0,1.0
9,4,2,1,1,0.46,0.4545,0.67,0.1642,1.0
402,3,19,1,2,0.64,0.5758,0.83,0.2836,1.0
17,3,1,1,1,0.68,0.6364,0.79,0.1642,1.0
153,2,22,1,1,0.36,0.3485,0.71,0.1642,1.0
499,4,16,1,1,0.6,0.5909,0.69,0.1642,1.0
242,1,18,0,1,0.34,0.3182,0.34,0.2239,1.0
20,4,6,0,2,0.36,0.3636,0.93,0.1045,1.0
148,1,21,1,1,0.34,0.303,0.46,0.4179,1.0
482,3,7,1,2,0.7,0.6667,0.84,0.1045,1.0
3,1,4,0,2,0.46,0.4545,0.94,0.194,1.0
3,1,7,0,2,0.24,0.2121,0.56,0.2985,1.0
233,3,20,0,1,0.66,0.6061,0.83,0.2239,1.0
29,4,3,0,2,0.36,0.3636,0.93,0.1045,1.0
294,3,20,0,1,0.72,0.697,0.79,0.2537,1.0
37,4,6,0,1,0.5,0.4848,0.63,0.2537,1.0
27,1,22,0,1,0.26,0.303,0.7,0.0,1.0
447,3,14,0,1,0.78,0.697,0.43,0.4179,1.0
205,4,15,1,1,0.62,0.6212,0.5,0.194,1.0
202,2,15,1,3,0.38,0.3939,0.46,0.2239,1.0
65,1,23,1,1,0.32,0.303,0.53,0.2239,1.0
4,2,1,1,1,0.62,0.6061,0.69,0.1343,1.0
183,3,22,1,1,0.7,0.6364,0.42,0.194,1.0
41,1,19,0,1,0.28,0.2727,0.38,0.1642,1.0
205,4,19,1,2,0.62,0.5758,0.83,0.1642,1.0
36,1,6,1,2,0.14,0.1667,0.63,0.1045,1.0
443,4,16,0,1,0.62,0.6212,0.29,0.3881,1.0
8,3,2,1,1,0.62,0.6212,0.57,0.1343,1.0
162,3,9,1,2,0.72,0.6818,0.7,0.2985,1.0
5,1,4,0,2,0.16,0.2273,0.59,0.0,1.0
4,3,4,1,1,0.68,0.6364,0.83,0.0,1.0
506,2,15,0,1,0.72,0.6515,0.45,0.2537,1.0
142,2,16,1,1,0.46,0.4545,0.67,0.2836,1.0
35,3,0,1,1,0.6,0.6212,0.43,0.194,1.0
117,2,22,1,1,0.62,0.6212,0.41,0.2537,1.0
138,1,12,1,1,0.26,0.2727,0.41,0.1045,1.0
352,2,9,1,2,0.64,0.6061,0.69,0.5821,1.0
68,2,15,1,1,0.4,0.4091,0.46,0.4627,1.0
45,3,0,1,1,0.7,0.6515,0.51,0.1343,1.0
326,3,15,0,3,0.72,0.697,0.74,0.2985,1.0
69,1,11,1,1,0.24,0.2576,0.41,0.1045,1.0
119,3,8,1,3,0.62,0.5455,0.91,0.1642,1.0
45,3,3,0,1,0.56,0.5303,0.83,0.2836,1.0
47,2,1,0,2,0.52,0.5,1.0,0.1045,1.0
13,3,5,0,1,0.5,0.4848,0.72,0.0,1.0
1,1,4,1,1,0.28,0.2879,0.7,0.1045,1.0
250,2,20,1,1,0.76,0.7121,0.62,0.1045,1.0
185,3,6,1,1,0.64,0.5758,0.89,0.1343,1.0
14,3,2,1,1,0.7,0.6667,0.84,0.0896,1.0
16,1,6,1,2,0.18,0.197,0.8,0.1343,1.0
174,3,12,1,1,0.84,0.7576,0.41,0.2836,1.0
43,1,22,1,1,0.2,0.2273,0.64,0.0896,1.0
340,4,13,1,1,0.7,0.6515,0.58,0.2239,1.0
560,1,8,1,1,0.34,0.3333,0.87,0.194,1.0
233,3,14,1,1,0.96,0.9091,0.36,0.2239,1.0
370,2,16,1,1,0.68,0.6364,0.57,0.1642,1.0
34,1,12,1,3,0.42,0.4242,0.0,0.2239,1.0
306,3,21,1,2,0.7,0.6515,0.61,0.1642,1.0
180,3,11,1,2,0.62,0.5758,0.83,0.1642,1.0
15,1,5,1,1,0.2,0.2576,0.69,0.0,1.0
4,3,3,1,1,0.74,0.6818,0.58,0.194,1.0
50,1,23,0,1,0.38,0.3939,0.4,0.2985,1.0
88,1,6,1,1,0.24,0.2273,0.73,0.2239,1.0
169,1,9,1,2,0.42,0.4242,0.77,0.194,1.0
191,3,22,1,1,0.62,0.6212,0.57,0.1343,1.0
325,3,10,0,1,0.92,0.8636,0.37,0.2239,1.0
23,1,0,1,2,0.3,0.303,0.7,0.1343,1.0
761,4,18,1,1,0.64,0.6212,0.57,0.1343,1.0
54,1,13,1,2,0.16,0.2273,0.59,0.0,1.0
230,3,22,1,2,0.7,0.6667,0.74,0.2239,1.0
111,1,7,1,1,0.12,0.0909,0.42,0.4179,1.0
147,1,18,1,1,0.2,0.2121,0.4,0.1642,1.0
104,2,15,1,1,0.94,0.8333,0.31,0.1642,1.0
115,2,22,0,1,0.5,0.4848,0.88,0.0896,1.0
181,4,12,1,2,0.6,0.5909,0.73,0.1642,1.0
85,2,21,1,1,0.52,0.5,0.88,0.0,1.0
196,1,11,0,1,0.46,0.4545,0.36,0.4478,1.0
352,4,7,1,1,0.22,0.2727,0.8,0.0,1.0
596,2,19,1,2,0.76,0.6818,0.48,0.3284,1.0
291,2,20,1,1,0.54,0.5152,0.6,0.1343,1.0
105,3,23,1,1,0.7,0.6515,0.65,0.2836,1.0
22,4,0,1,1,0.52,0.5,0.83,0.0,1.0
16,4,1,1,2,0.52,0.5,0.77,0.194,1.0
30,3,5,1,1,0.7,0.6515,0.65,0.0896,1.0
222,3,9,0,1,0.7,0.6515,0.54,0.2239,1.0
507,3,7,1,1,0.66,0.6212,0.5,0.3284,1.0
11,3,2,1,1,0.52,0.5,0.72,0.0896,1.0
1,1,3,1,1,0.02,0.0152,0.34,0.2836,1.0
5,2,3,1,1,0.58,0.5455,0.28,0.2537,1.0
817,4,17,1,2,0.56,0.5303,0.76,0.194,1.0
52,4,2,0,1,0.18,0.1667,0.55,0.2537,1.0
305,4,16,0,1,0.38,0.3939,0.46,0.0,1.0
303,3,14,1,1,0.82,0.697,0.23,0.194,1.0
164,1,17,1,2,0.26,0.2879,0.48,0.0896,1.0
62,4,23,0,1,0.56,0.5303,0.52,0.4179,1.0
362,4,17,1,1,0.34,0.3485,0.66,0.1045,1.0
54,1,14,1,2,0.22,0.2576,0.8,0.0896,1.0
263,3,16,1,2,0.6,0.6061,0.6,0.1642,1.0
86,1,12,1,2,0.32,0.303,0.87,0.2836,1.0
266,4,15,0,1,0.3,0.3333,0.26,0.0,1.0
227,4,20,1,1,0.54,0.5152,0.64,0.1642,1.0
27,3,5,1,1,0.68,0.6364,0.79,0.2537,1.0
201,4,12,1,2,0.62,0.6212,0.43,0.0896,1.0
340,4,17,0,1,0.5,0.4848,0.63,0.1343,1.0
546,3,18,1,1,0.84,0.7424,0.39,0.3881,1.0
121,3,6,1,1,0.7,0.6667,0.79,0.0896,1.0
357,2,16,1,2,0.66,0.6212,0.5,0.194,1.0
190,2,20,1,1,0.52,0.5,0.48,0.1045,1.0
21,3,1,1,1,0.64,0.6061,0.73,0.0,1.0
198,3,11,1,2,0.8,0.7424,0.52,0.1642,1.0
260,3,11,1,1,0.84,0.7576,0.44,0.0,1.0
472,4,10,0,1,0.54,0.5152,0.56,0.2537,1.0
5,3,4,1,1,0.66,0.6212,0.69,0.1642,1.0
503,3,19,1,2,0.88,0.803,0.39,0.2537,1.0
90,2,23,1,1,0.68,0.6364,0.79,0.1045,1.0
294,2,18,1,1,0.36,0.3636,0.21,0.0896,1.0
321,3,20,1,2,0.86,0.7879,0.41,0.2239,1.0
671,2,18,1,1,0.54,0.5152,0.26,0.1343,1.0
27,3,0,1,1,0.56,0.5303,0.73,0.1343,1.0
729,3,17,0,2,0.66,0.6212,0.36,0.2537,1.0
482,4,19,1,1,0.62,0.6212,0.57,0.0896,1.0
339,2,8,1,2,0.46,0.4545,0.55,0.2985,1.0
79,1,0,0,1,0.36,0.3485,0.5,0.1642,1.0
138,2,15,1,1,0.7,0.6515,0.65,0.4925,1.0
15,2,2,1,1,0.56,0.5303,0.83,0.1045,1.0
6,2,3,1,1,0.56,0.5303,0.88,0.1045,1.0
126,4,23,0,2,0.32,0.3485,0.81,0.0,1.0
1,1,5,0,1,0.26,0.2576,0.6,0.2239,1.0
198,3,11,0,1,0.7,0.6667,0.79,0.194,1.0
418,4,7,1,1,0.32,0.3333,0.76,0.0896,1.0
61,1,12,1,1,0.2,0.197,0.44,0.2537,1.0
28,2,6,1,3,0.24,0.2273,0.93,0.2239,1.0
313,3,13,1,2,0.8,0.7424,0.52,0.0,1.0
229,3,12,1,2,0.82,0.7879,0.56,0.2239,1.0
66,4,21,1,1,0.36,0.3182,0.57,0.4627,1.0
123,1,9,1,1,0.12,0.1364,0.39,0.1642,1.0
14,1,7,0,1,0.24,0.2273,0.6,0.2239,1.0
235,2,16,1,2,0.42,0.4242,0.77,0.2239,1.0
196,2,20,0,1,0.7,0.6515,0.65,0.2239,1.0
136,1,15,1,1,0.42,0.4242,0.38,0.2985,1.0
25,2,5,1,1,0.6,0.6061,0.64,0.194,1.0
74,4,2,0,1,0.42,0.4242,0.62,0.1343,1.0
555,2,17,0,1,0.52,0.5,0.55,0.2836,1.0
237,2,10,1,1,0.5,0.4848,0.77,0.194,1.0
280,4,9,1,2,0.36,0.3333,0.62,0.2836,1.0
5,4,2,1,2,0.32,0.3182,0.7,0.1642,1.0
154,4,12,1,2,0.4,0.4091,0.76,0.1045,1.0
37,1,13,1,3,0.22,0.2576,0.93,0.0896,1.0
7,2,4,0,1,0.32,0.3182,0.36,0.1642,1.0
257,4,15,1,1,0.44,0.4394,0.54,0.194,1.0
151,2,11,1,2,0.46,0.4545,0.94,0.2239,1.0
162,4,21,1,1,0.3,0.3182,0.61,0.1045,1.0
79,1,12,0,2,0.46,0.4545,0.94,0.3284,1.0
65,1,15,1,1,0.16,0.1212,0.26,0.4478,1.0
398,2,8,1,2,0.66,0.6061,0.78,0.4478,1.0
409,3,17,1,3,0.8,0.7273,0.46,0.2985,1.0
188,1,19,0,1,0.44,0.4394,0.44,0.1642,1.0
46,4,5,1,1,0.38,0.3939,0.76,0.0896,1.0
238,2,21,1,1,0.46,0.4545,0.28,0.1343,1.0
370,3,7,1,1,0.6,0.5606,0.83,0.1045,1.0
71,2,6,1,1,0.5,0.4848,0.45,0.2836,1.0
108,4,0,0,1,0.34,0.3333,0.53,0.1642,1.0
480,3,13,0,1,0.86,0.7879,0.41,0.1045,1.0
420,3,13,0,1,0.92,0.8333,0.33,0.2537,1.0
323,3,9,1,2,0.72,0.697,0.79,0.2239,1.0
265,3,16,1,1,0.84,0.803,0.53,0.2836,1.0
27,4,7,0,1,0.22,0.2273,0.75,0.194,1.0
390,4,12,1,1,0.54,0.5152,0.56,0.2239,1.0
245,3,21,1,1,0.6,0.5606,0.83,0.0,1.0
155,4,9,1,3,0.62,0.5455,0.94,0.2239,1.0
254,1,13,1,1,0.66,0.6212,0.27,0.2239,1.0
214,3,11,1,2,0.76,0.7273,0.66,0.0896,1.0
135,2,10,1,1,0.64,0.6212,0.47,0.1642,1.0
123,1,13,1,1,0.54,0.5152,0.34,0.2239,1.0
175,2,22,1,1,0.62,0.5606,0.88,0.1343,1.0
801,4,8,1,2,0.52,0.5,0.83,0.1045,1.0
291,3,16,0,2,0.8,0.803,0.66,0.2239,1.0
11,4,4,0,1,0.22,0.197,0.8,0.3284,1.0
22,3,5,1,1,0.64,0.5758,0.83,0.194,1.0
259,4,7,1,2,0.54,0.5152,0.88,0.3881,1.0
90,2,10,1,2,0.54,0.5152,0.45,0.3582,1.0
62,1,9,0,1,0.34,0.303,0.46,0.2985,1.0
80,1,19,0,1,0.16,0.1364,0.4,0.2836,1.0
36,1,6,1,1,0.12,0.1515,0.74,0.1045,1.0
4,2,2,1,2,0.56,0.5303,0.88,0.1343,1.0
123,4,10,1,1,0.36,0.3485,0.93,0.1343,1.0
9,1,3,0,3,0.24,0.2273,0.87,0.2239,1.0
94,2,23,1,1,0.42,0.4242,0.47,0.2985,1.0
776,2,18,1,1,0.6,0.6212,0.43,0.0896,1.0
41,3,5,1,1,0.64,0.5758,0.89,0.0,1.0
715,3,17,1,2,0.66,0.5909,0.89,0.4179,1.0
229,3,9,0,1,0.8,0.7727,0.59,0.3582,1.0
856,4,17,1,3,0.56,0.5303,0.6,0.2537,1.0
72,2,11,1,2,0.54,0.5152,0.68,0.1642,1.0
52,4,0,0,1,0.32,0.2879,0.45,0.3582,1.0
119,2,8,0,1,0.56,0.5303,0.68,0.2537,1.0
227,3,9,1,2,0.74,0.697,0.7,0.1343,1.0
299,1,12,0,2,0.42,0.4242,0.67,0.2537,1.0
512,3,15,0,3,0.56,0.5303,0.88,0.2537,1.0
69,2,23,0,1,0.54,0.5152,0.88,0.2239,1.0
6,1,4,1,2,0.52,0.5,0.88,0.1343,1.0
218,2,11,1,1,0.72,0.6515,0.37,0.2836,1.0
344,2,21,1,1,0.84,0.7576,0.44,0.0896,1.0
104,4,22,1,1,0.3,0.3333,0.61,0.0,1.0
471,3,20,1,1,0.74,0.6818,0.58,0.1642,1.0
120,1,15,1,2,0.26,0.2121,0.56,0.4478,1.0
70,1,16,1,1,0.16,0.1515,0.47,0.2537,1.0
260,3,9,1,1,0.7,0.6364,0.42,0.2239,1.0
187,3,9,1,1,0.68,0.6364,0.54,0.2537,1.0
84,3,2,0,1,0.66,0.5909,0.89,0.0,1.0
336,4,19,1,1,0.38,0.3939,0.5,0.3881,1.0
109,1,20,1,1,0.2,0.2273,0.47,0.0896,1.0
449,1,18,1,1,0.42,0.4242,0.28,0.1642,1.0
225,2,20,1,1,0.68,0.6212,0.32,0.1045,1.0
135,3,15,1,2,0.6,0.5909,0.69,0.4179,1.0
122,1,21,1,2,0.32,0.3333,0.66,0.0896,1.0
399,3,8,1,1,0.74,0.6667,0.51,0.194,1.0
228,4,13,1,1,0.44,0.4394,0.18,0.4179,1.0
297,2,9,1,2,0.62,0.5909,0.78,0.0,1.0
27,1,6,1,2,0.16,0.1818,0.55,0.1343,1.0
218,3,21,1,1,0.7,0.6364,0.45,0.194,1.0
86,3,7,1,3,0.6,0.5455,0.88,0.0896,1.0
123,4,23,0,1,0.5,0.4848,0.88,0.1045,1.0
115,1,9,1,1,0.22,0.197,0.37,0.3284,1.0
192,1,18,1,3,0.4,0.4091,0.87,0.0,1.0
15,3,6,0,1,0.68,0.6364,0.83,0.1343,1.0
504,3,12,0,2,0.7,0.6515,0.7,0.1045,1.0
113,1,22,1,1,0.3,0.3182,0.65,0.0896,1.0
441,3,8,1,1,0.7,0.6515,0.58,0.4478,1.0
115,3,12,1,1,0.94,0.9545,0.48,0.1642,1.0
114,4,6,1,2,0.44,0.4394,0.72,0.2239,1.0
362,2,16,1,1,0.5,0.4848,0.23,0.194,1.0
9,1,5,0,1,0.26,0.2727,0.75,0.1045,1.0
11,2,1,1,2,0.48,0.4697,0.88,0.1343,1.0
187,1,17,0,1,0.42,0.4242,0.54,0.194,1.0
78,1,10,1,2,0.32,0.303,0.57,0.2985,1.0
663,4,11,0,1,0.56,0.5303,0.52,0.2836,1.0
4,2,5,0,2,0.38,0.3939,0.87,0.2836,1.0
33,1,6,1,1,0.2,0.197,0.55,0.2239,1.0
102,3,7,0,2,0.64,0.5909,0.78,0.194,1.0
129,3,15,1,1,0.9,0.7879,0.27,0.0,1.0
844,4,18,1,2,0.56,0.5303,0.49,0.1642,1.0
211,1,8,1,1,0.2,0.1818,0.75,0.3881,1.0
287,4,16,0,1,0.42,0.4242,0.38,0.2985,1.0
162,3,22,0,1,0.68,0.6364,0.83,0.1045,1.0
270,3,17,0,1,0.72,0.697,0.79,0.1343,1.0
428,3,13,0,1,0.88,0.7727,0.3,0.2537,1.0
28,1,0,0,1,0.22,0.197,0.64,0.3582,1.0
10,2,5,0,1,0.62,0.5606,0.88,0.2239,1.0
560,3,18,0,1,0.66,0.6212,0.36,0.2537,1.0
1,1,4,0,1,0.24,0.2273,0.65,0.2537,1.0
74,2,2,0,1,0.56,0.5303,0.56,0.0896,1.0
36,3,5,1,1,0.6,0.6212,0.43,0.2836,1.0
332,1,17,1,1,0.7,0.6364,0.37,0.3284,1.0
619,4,13,0,1,0.64,0.6212,0.41,0.4478,1.0
27,2,21,1,2,0.24,0.2273,0.93,0.2537,1.0
167,2,16,1,1,0.34,0.303,0.46,0.4179,1.0
292,4,13,0,1,0.36,0.3636,0.5,0.0896,1.0
135,2,14,1,1,0.36,0.3485,0.57,0.194,1.0
35,1,22,1,2,0.14,0.1364,0.63,0.2239,1.0
206,3,21,1,1,0.56,0.5303,0.94,0.0,1.0
10,3,3,1,1,0.64,0.6061,0.69,0.1045,1.0
416,3,16,1,1,0.72,0.6364,0.26,0.4925,1.0
341,3,9,1,2,0.76,0.7273,0.66,0.0,1.0
184,3,9,0,1,0.76,0.7424,0.75,0.1045,1.0
33,4,5,1,2,0.26,0.2576,0.56,0.1642,1.0
471,1,8,1,2,0.18,0.197,0.93,0.1642,1.0
6,4,4,1,2,0.46,0.4545,0.88,0.1045,1.0
8,3,4,1,1,0.56,0.5303,0.88,0.0,1.0
372,4,8,1,2,0.28,0.3182,0.87,0.0,1.0
95,1,14,0,1,0.2,0.1667,0.32,0.4925,1.0
273,4,10,0,1,0.32,0.3182,0.61,0.1642,1.0
102,2,21,1,1,0.46,0.4545,0.41,0.2836,1.0
417,3,10,0,2,0.78,0.7273,0.55,0.194,1.0
337,2,17,0,2,0.74,0.6818,0.58,0.1642,1.0
5,3,3,1,1,0.66,0.5909,0.89,0.1045,1.0
11,4,6,0,2,0.24,0.2879,0.75,0.0,1.0
16,3,4,0,1,0.6,0.5455,0.88,0.0,1.0
78,2,15,0,3,0.52,0.5,0.83,0.5821,1.0
221,1,16,1,1,0.34,0.3333,0.25,0.194,1.0
142,1,9,1,1,0.42,0.4242,0.82,0.2836,1.0
23,1,7,0,1,0.24,0.2273,0.7,0.194,1.0
133,4,14,1,2,0.46,0.4545,0.67,0.0,1.0
327,3,7,1,2,0.72,0.697,0.74,0.1343,1.0
22,1,2,0,1,0.26,0.2727,0.87,0.1343,1.0
8,2,5,1,1,0.22,0.2121,0.37,0.2537,1.0
320,3,21,1,1,0.72,0.6818,0.7,0.1343,1.0
85,2,20,1,3,0.28,0.2576,0.93,0.2836,1.0
2,1,4,1,1,0.22,0.2727,0.64,0.0,1.0
154,4,7,1,3,0.54,0.5152,0.94,0.0,1.0
17,1,10,1,3,0.4,0.4091,0.0,0.1642,1.0
626,2,15,0,1,0.52,0.5,0.19,0.4179,1.0
313,3,7,1,2,0.68,0.6364,0.79,0.3284,1.0
5,2,5,0,1,0.4,0.4091,0.82,0.2239,1.0
225,1,7,1,1,0.22,0.2121,0.44,0.2836,1.0
489,3,17,1,1,0.74,0.7121,0.74,0.2537,1.0
12,4,4,1,3,0.56,0.5303,0.88,0.1045,1.0
17,3,5,1,2,0.6,0.5455,0.88,0.194,1.0
15,4,1,1,1,0.3,0.3182,0.65,0.0896,1.0
346,3,11,0,1,0.72,0.6515,0.45,0.1343,1.0
130,3,1,0,2,0.6,0.5455,0.88,0.1642,1.0
251,4,13,1,1,0.44,0.4394,0.54,0.2537,1.0
122,3,6,1,1,0.56,0.5303,0.88,0.1045,1.0
223,4,9,1,1,0.44,0.4394,0.67,0.5821,1.0
78,4,14,1,3,0.54,0.5152,0.94,0.2836,1.0
69,1,14,1,2,0.4,0.4091,0.5,0.2985,1.0
341,4,12,0,2,0.42,0.4242,0.63,0.1642,1.0
44,4,19,0,1,0.36,0.3788,0.76,0.0,1.0
60,2,16,1,2,0.32,0.303,0.93,0.2537,1.0
216,3,22,1,1,0.7,0.6515,0.54,0.0,1.0
10,1,6,0,1,0.24,0.2424,0.7,0.1642,1.0
744,2,17,1,1,0.66,0.6212,0.41,0.2985,1.0
719,3,8,1,1,0.66,0.6061,0.83,0.1045,1.0
292,2,9,0,1,0.56,0.5303,0.43,0.1642,1.0
217,3,9,0,1,0.7,0.6515,0.48,0.2239,1.0
79,4,22,0,1,0.38,0.3939,0.87,0.1343,1.0
15,1,2,0,1,0.14,0.2121,0.8,0.0,1.0
7,3,1,1,1,0.62,0.5606,0.88,0.0896,1.0
385,2,16,0,1,0.6,0.6212,0.46,0.1045,1.0
219,3,22,1,1,0.72,0.697,0.79,0.0,1.0
416,2,19,1,1,0.7,0.6364,0.37,0.2836,1.0
326,4,9,1,1,0.4,0.4091,0.87,0.0896,1.0
707,3,8,1,2,0.66,0.6212,0.74,0.0896,1.0
175,4,15,1,2,0.6,0.5758,0.78,0.1642,1.0
585,4,12,0,1,0.5,0.4848,0.48,0.0896,1.0
43,4,18,0,3,0.22,0.197,0.93,0.3284,1.0
37,3,0,1,1,0.64,0.6061,0.69,0.1343,1.0
124,2,10,1,2,0.44,0.4394,0.54,0.2985,1.0
14,1,15,1,3,0.44,0.4394,0.0,0.2239,1.0
60,2,23,1,1,0.64,0.6061,0.69,0.0896,1.0
228,4,20,1,1,0.3,0.2879,0.61,0.2239,1.0
277,3,16,1,1,0.9,0.8485,0.42,0.2985,1.0
96,2,6,1,2,0.54,0.5152,1.0,0.0,1.0
101,3,6,1,1,0.72,0.6667,0.64,0.0,1.0
96,3,2,0,1,0.68,0.6364,0.69,0.0896,1.0
250,3,19,1,2,0.86,0.7879,0.41,0.1045,1.0
191,4,13,1,1,0.56,0.5303,0.46,0.0896,1.0
22,2,1,1,1,0.52,0.5,0.77,0.1642,1.0
6,3,3,1,1,0.7,0.6667,0.84,0.1045,1.0
175,1,18,1,2,0.34,0.3333,0.66,0.1343,1.0
313,4,11,1,1,0.54,0.5152,0.37,0.3582,1.0
118,1,9,1,1,0.22,0.2727,0.8,0.0,1.0
14,1,0,1,2,0.22,0.2273,0.47,0.194,1.0
134,4,11,1,2,0.56,0.5303,0.64,0.194,1.0
22,4,22,0,1,0.36,0.3485,0.71,0.1642,1.0
210,3,11,1,1,0.7,0.6515,0.54,0.1343,1.0
257,3,12,0,1,0.7,0.6515,0.61,0.2239,1.0
253,4,16,0,3,0.36,0.3485,0.93,0.1642,1.0
49,1,10,1,3,0.18,0.2121,0.86,0.1045,1.0
266,4,16,1,1,0.48,0.4697,0.51,0.1045,1.0
13,2,5,1,1,0.46,0.4545,0.94,0.194,1.0
590,1,18,1,2,0.62,0.6212,0.38,0.5522,1.0
57,2,11,1,2,0.26,0.2424,0.3,0.2836,1.0
229,1,7,1,2,0.36,0.3636,0.87,0.1045,1.0
68,1,9,0,1,0.24,0.2576,0.35,0.0,1.0
14,3,3,1,1,0.58,0.5455,0.78,0.0896,1.0
170,2,13,1,2,0.62,0.6061,0.69,0.194,1.0
158,3,13,1,3,0.82,0.7576,0.46,0.1343,1.0
90,3,6,1,1,0.6,0.5455,0.88,0.2537,1.0
290,3,11,0,1,0.78,0.697,0.46,0.2985,1.0
145,3,23,0,1,0.66,0.5909,0.89,0.0896,1.0
6,2,3,1,1,0.68,0.6364,0.69,0.1642,1.0
108,1,6,1,1,0.28,0.2576,0.61,0.3881,1.0
12,4,1,1,1,0.32,0.3485,0.87,0.0,1.0
169,4,6,1,1,0.56,0.5303,0.88,0.0896,1.0
23,2,5,1,3,0.52,0.5,0.83,0.1343,1.0
19,1,5,1,1,0.12,0.1212,0.55,0.2537,1.0
21,1,23,0,1,0.06,0.0606,0.41,0.2239,1.0
363,4,9,0,1,0.5,0.4848,0.59,0.1343,1.0
106,1,17,0,2,0.2,0.1818,0.8,0.3881,1.0
95,1,18,1,1,0.36,0.3333,0.5,0.2537,1.0
668,3,13,0,1,0.82,0.7727,0.52,0.5224,1.0
203,2,20,1,2,0.32,0.3182,0.76,0.1642,1.0
219,1,8,1,1,0.16,0.2273,0.59,0.0,1.0
284,3,20,1,1,0.76,0.7273,0.66,0.1045,1.0
85,1,23,1,1,0.44,0.4394,0.54,0.0,1.0
131,2,19,0,1,0.5,0.4848,0.77,0.194,1.0
722,4,16,0,1,0.62,0.6212,0.41,0.2537,1.0
179,3,6,1,2,0.7,0.6667,0.79,0.194,1.0
104,3,23,0,2,0.72,0.6818,0.7,0.1642,1.0
3,1,3,1,2,0.32,0.3333,0.93,0.1343,1.0
296,1,11,0,1,0.3,0.303,0.56,0.1343,1.0
19,3,5,0,1,0.72,0.697,0.74,0.2537,1.0
116,1,21,1,1,0.32,0.3333,0.66,0.0896,1.0
29,2,5,1,1,0.42,0.4242,0.94,0.1343,1.0
232,2,12,1,1,0.76,0.6667,0.25,0.4627,1.0
2,1,1,1,1,0.2,0.1667,0.44,0.4179,1.0
33,1,23,0,1,0.04,0.0758,0.57,0.1045,1.0
210,2,15,1,1,0.62,0.6061,0.69,0.4478,1.0
464,1,13,0,1,0.42,0.4242,0.41,0.2985,1.0
74,1,20,1,1,0.16,0.1667,0.5,0.1642,1.0
411,2,13,1,1,0.44,0.4394,0.33,0.3284,1.0
181,2,14,1,1,0.64,0.6061,0.69,0.2239,1.0
447,1,8,1,1,0.24,0.2424,0.7,0.1343,1.0
815,3,18,1,2,0.62,0.5909,0.78,0.2537,1.0
29,2,5,1,1,0.4,0.4091,0.66,0.2239,1.0
25,3,7,0,2,0.64,0.5758,0.89,0.194,1.0
101,1,12,1,1,0.48,0.4697,0.41,0.2239,1.0
374,2,16,1,1,0.68,0.6364,0.65,0.1642,1.0
227,1,20,1,1,0.34,0.3182,0.53,0.2537,1.0
304,4,12,0,2,0.5,0.4848,0.63,0.1343,1.0
10,4,1,1,1,0.3,0.3333,0.87,0.0,1.0
378,2,14,0,3,0.6,0.6212,0.35,0.1642,1.0
6,1,1,1,1,0.22,0.2576,0.75,0.0896,1.0
196,3,23,1,1,0.74,0.7121,0.79,0.1343,1.0
129,1,17,0,1,0.42,0.4242,0.54,0.194,1.0
141,3,15,1,2,0.8,0.7879,0.63,0.3582,1.0
240,4,12,1,1,0.34,0.3333,0.46,0.0,1.0
261,3,7,1,2,0.64,0.6061,0.73,0.2239,1.0
886,4,17,1,1,0.6,0.5909,0.69,0.1642,1.0
476,3,19,1,3,0.62,0.5909,0.73,0.1045,1.0
3,4,5,1,3,0.5,0.4848,1.0,0.1045,1.0
526,3,14,0,1,0.9,0.8485,0.42,0.4627,1.0
292,3,16,0,1,0.74,0.697,0.66,0.1642,1.0
118,2,22,0,1,0.5,0.4848,0.36,0.2239,1.0
233,1,15,1,1,0.56,0.5303,0.4,0.1343,1.0
383,4,16,1,1,0.42,0.4242,0.35,0.2836,1.0
90,3,2,0,1,0.72,0.6818,0.7,0.0,1.0
118,3,1,0,2,0.7,0.6515,0.51,0.1045,1.0
28,2,1,0,1,0.62,0.6061,0.61,0.3582,1.0
152,2,22,1,1,0.42,0.4242,0.44,0.2836,1.0
5,1,1,1,1,0.3,0.2424,0.42,0.7761,1.0
194,2,6,1,1,0.6,0.5606,0.83,0.2239,1.0
14,1,14,1,3,0.42,0.4242,0.82,0.3881,1.0
6,4,6,0,1,0.3,0.3182,0.61,0.0896,1.0
9,2,3,0,1,0.2,0.197,0.47,0.194,1.0
371,4,19,1,1,0.3,0.2879,0.56,0.2239,1.0
16,1,2,0,1,0.26,0.2879,0.56,0.0896,1.0
142,2,10,1,2,0.5,0.4848,1.0,0.0896,1.0
47,1,14,1,2,0.2,0.197,0.4,0.2239,1.0
272,3,20,1,1,0.66,0.6212,0.74,0.194,1.0
219,4,10,0,2,0.4,0.4091,0.87,0.2836,1.0
233,4,21,1,1,0.36,0.3333,0.37,0.3881,1.0
12,4,2,1,1,0.32,0.303,0.53,0.2537,1.0
151,4,22,1,1,0.26,0.2879,0.7,0.0896,1.0
13,2,2,1,1,0.46,0.4545,0.67,0.2836,1.0
730,3,8,1,1,0.56,0.5303,0.6,0.2836,1.0
222,1,17,1,1,0.3,0.3333,0.45,0.0,1.0
33,2,5,1,1,0.54,0.5152,0.88,0.1045,1.0
